,comment,label
541,"Justice Department lawyer Jeffrey Clark nearly convinced then-President Donald Trump to remove then-acting Attorney General Jeffrey Rosen and use the Department of Justice to undo Georgia's election results, The New York Times reported.
Clark -- who appealed to the former President's false claims of election fraud -- met with Trump earlier this month and told Rosen following the meeting that the then-President was going to replace him with Clark. Clark would then move to keep Congress from certifying the election results in then-President-elect Joe Biden's favor, according to the paper.
Rosen demanded to hear the news straight from Trump, according to the paper, and arranged a meeting on the evening of January 3 -- the same day that Trump's call with Georgia Secretary of State Brad Raffensperger, in which Trump pressured the state official to find enough votes for him to win Georgia, came to light.
During the meeting, Rosen, another top Justice Department official and Clark gathered with Trump, White House counsel Pat Cipollone and other lawyers. Trump had Rosen and Clark state their cases for him, the Times reported. The Times cited two officials who compared Rosen's and Clark's opposing arguments during the meeting to an episode of ""The Apprentice,"" Trump's old reality TV show.
Citing four former Trump administration officials, the paper reported that an agreement among department leadership that they would all resign if Rosen were fired helped sway Trump from removing his acting attorney general. The notion of department pandemonium, congressional investigations and blowback from fellow Republicans seemed to resonate with Trump, who after nearly three hours decided to allow Rosen to stay and determined that Clark's plan would not work, according to the Times.
CNN has reached out to the Justice Department for comment. Clark told the Times that its report contained unspecified inaccuracies and that he could not speak to his conversations with Trump or department lawyers.",news
542,"So disgusting, meanwhile people are going to jail for marijuana charges.",news
543,Over the next weeks and months we are going to learn about a lot more (and a lot worse) than this.,news
544,"""I just want to find 11,780 votes,"" as if votes are some pokemons or candies from grocery store.🤣🤣",news
545,Seriously more needs to be done to put this cancer in check.,news
546,I cannot wait for the documentaries to come out about that adminstration.,news
547,Convict everyone that can be convicted. You can’t kill a few cockroaches and hope they will be gone.,news
548,"Didn‘t all his efforts already start much earlier, e.g. by compromising USPS...?",news
549,"""The secret of freedom is educating the people, whereas the secret of tyranny is keeping them ignorant."" - Robespierre",news
550,trump failed so many times - he even fails when he wants to undo his failures!,news
551,He claimed long before he lost that he will do exactly this. He announced this idiotic tactic. And people still act like there’s maybe a chance he might be right. This dude has some hypnotic power over stupid people.,news
552,"Trump: I'm the president,  and I can do whatever I want.

Law : no, you can't!",news
553,""" JAIL...ALL THOSE INVOLVED...!!! ""
THAT'S INCLUDING GIULIANI...THE 
WHOLE LOT NEED TO BE LOCKED UP
4 LIFE....!!! "" WITHOUT ANY CHANCE",news
554,"We are learning NEW details, yes. SHOCKING? Not by a long shot!",news
555,"' I just wanna find...UH...11000...'

god...the desperation in his voice. what a dummie.",news
556,"Takes ""never give up"" to a whole other level.",news
557,Convict everyone involved in this plot. They tried to overthrow our government.,news
558,"""We just talked about subverting democracy and installing a leader who didn't have the majority of votes--You know, ALL ABOVE BOARD!!!""",news
559,The fact that they wouldn't even look into says it all. All liars and they need to go to jail.,news
560,Who protects America from this madness? This seems like a big deal and yet everyone is sitting around 🤷,news
561,In his own words... He’s such a nasty person...,news
562,All these treasoners should be held accountable.,news
563,Keep that SOB from ever having anything to do with politics!,news
564,No one is shocked. Anyone who is shocked by this hasn't been paying attention to who this man is and what has led to this moment.,news
565,"Trump: ""I lost due to fraud and I can prove it...by  committing fraud.""",news
566,"There's gonna be more things coming out, give it some time.",news
567,"Yeah, Rudy Giuliani is being sued from a dominion company for 1.3 billion over a lie about the election.",news
568,And if all these doesn’t put him and others in jail. Don’t tell us to vote again and trust crooked politicians,news
569,Democrats stunned by briefing on Capitol's security before insurrection: 'It was only by pure dumb luck' more weren't killed,news
570,"More barnyard barker, only to be chased down the street, run out of town. A wretched grifter and con. Soulless to the end, good riddance...",news
571,"Being ""consistent with law"" doesn't mean you weren't trying to install Trump as dictator!",news
572,As if flipping Georgia would have saved his sorry lying ass.,news
573,"""The ideal subject of totalitarian rule is not the convinced Nazi or the dedicated communist, but people for whom the distinction between fact and fiction, true and false, no longer exists."" 

~Hannah Arendt",news
574,"Our government needs to remove any Congressman or Senator's who took an oath to the constitution but stands with Trump to over throw it. No waiting till there next terms, throw them out now!!",news
575,"Imagine if he played the authorities and the elected like this, how much he played his business partners?",news
576,"""We are learning"" umm nah none of this is suprising.",news
577,More doors will open with disgusting surprises. Get em'!!!!!!,news
578,Clark: All my OFFICIAL communications were consistent with the law... but the pillow talk was treason! special shout out to the My Pillow guy,news
579,"Let's be clear, the AG didn't have to ""believe the lies about election fraud"", he just had to be willingly indifferent to the lies.",news
580,"""Don't Wish others ill. the ill will Corrupt you all"" Karma always Wins""👏👏",news
581,"""Never again"" banned from holding office again..",news
582,They all need to go to prison where they belong,news
583,He’s out of office and you still LOVE talking about him!!,news
584,"Donnie needs to learn to swim, otherwise he will drown in his own swamp. To bad a lot of people believe in him, This really says something about these people",news
585,I would believe my bearded dragon more than I would anything CNN said.,news
586,Wow this so-called former president is like a switchblade when you think it's over there just a brand new thing that comes out😆😂😂😂😂😆,news
587,"“Nearly all men can stand adversity, but if you want to test a man’s character, give him power.” 
– Abraham Lincoln",news
588,"We heard Georgia's hour loñ audio tape, when will the tales of the other states he ""thought he had deals with"" be told?",news
589,"2.23  -  2.35  =  GOLD!  
""He told me he'll fire you & hire me...""

Who remembers the song..?",news
590,Trump sounds like a child who is planning to run away from home after being told to wash the dishes,news
591,"""Shocking""?? Nothing he does should shock anyone.",news
592,Now we know what the “making   many calls & having many meetings” were all about!,news
593,Why is CNN still talking about him? He's a nobody now. President Biden is in now. GREAT RIDDANCE.,news
594,He’s still crying about it 😂,news
595,"Sources say.

Lmao.",news
596,LOL it's like evil has been banished from the WH,news
597,The most corrupt human being in the world. And millions continue to defend such bad clown.,news
598,"Why're the reporters constantly making a fool of themselves jealousy don't get him anywhere he lost and his ruthless Rioters was
dumb founded...",news
599,Clarke MUST BE CHARGED WITH ELECTION TAMPERING AND LYING ABOUT DOJ INVESTIGATING WHEN THERE WAS NONE. ACTION HAVE CONSEQUENCES.,news
600,Funny when the ballast came in the mail I filled out my mom my dad and my sisters and send them back Gojo,news
601,TRUMP is giving out free magic orange 💊's and cool-aid,news
602,Nothing shocking here. What's shocking is that this wannabe dictator still has support from a large portion of this country.,news
603,This is cnn trying to hold on to trump desperately to keep there ratings up,news
604,I can’t believe there still a lot of people who are behind and supporting this Bozo 🙄,news
605,"Thank you for your TA, some of the best on YT. 2020 was quite a year, and what is a better news for crypto than to see all-time highs at the years end? Both institutions and high-net-worth investors are starting to acknowledge Bitcoin as a store of value and as a treasury asset. Happy to be a partaker of such a change in the world of crypto, I know some hodlers are happy at the moment due to the recent rise, although you aren't supposed to be emotionally entangled with the market charts. That's why it was never second-guessing when an opportunity as crypto tradlng came my way. ""Why hold a currency you can multiply or grow?"" With much energy channeled into tradlng bitcoin daily with the guide of Lawrence, it was no surprise how my portfolio went from 3 Bitcoin to 19 Bitcoin within a year. I will always advlse anyone who just started dealing with Bitcoin or old holders, Trade people! It is truly easy, only requires your time. I registered with a Crypto mentor on Te.leqram mssngr who helped me grow my crypto portfoIio all the way to the top. @Lawrencesmithfx on Te.leqram 0R wh*ts*pp+14153260873 He truly made 2020 a blissful one, now looking forward to the new yeap",news
606,"I read a fictional book years ago of Hitler being caught by Russian Special Forces after the 2nd WW and Stalin encaging him to where he couldn’t stand up or sit down or neither lay. 
Just a thought!",news
607,I’ve never seen a man fight so hard to keep a job he never worked at and didn’t really want.,news
608,I can't wait for the movie of all of this to come out!!,news
609,Legend has it Trump is still out there finding those votes.,news
610,Here’s a new poll:  Who uses a bidet more? Pubs or dems?  A clean behind can really boost self esteem!,news
611,When does it end we need closure and peace,news
612,don trump tore into the georgia officials like a toddler tears into their parents when demanding a cookie.,news
613,"We need transparency of the election period .
STOP THE PROPAGANDA !",news
614,You can clearly see videos of Cops letting everyone in show those clips lmaoo,news
615,Well well waiting to impeach is just going to hurt him more.,news
616,"He has everything to lose, this was his last chance to cling to power to prevent his impeachment,  impending bankruptcy and canceling his kids.",news
617,"All these conspirators need to be investigated and jailed... 
No one is above the law!",news
618,"""Lock 'em up!""",news
619,"""LOCK HIM UP""",news
620,Not just incorrect—what Clark stated in that letter was a lie. Intentionally incorrect.,news
621,The title to this video is very mis leading. Starting to see a trend here :),news
622,Impeach the senators who participated in the insurrection,news
623,"""Believed his lies"" or ""was ready to go along""? Big difference.",news
624,"He""s A LOOSER. WHAT A JOKE",news
625,"I just wanna find 11.780 votes so I could win the State of Georgia,",news
626,"...""Shocking"" details though!?!?",news
627,If this weren't so sad and dangerous it would be funny.,news
628,This demonstrate that the Potus has too much power inside the government.,news
629,"Omg ,is this still going on lol . I cant even get away from all this craziness !!! Take the L BROOO",news
630,"America came within a moment of losing democracy. It is only the people who prevented it through their actions at the polling booth. It's up to all politicians now to pull together, restore order and political norms, and get on with the job of making sure this NEVER happens again.",news
631,Is anything Trump does or did “shocking” anymore?  I’m sure more  shocking things will come to light.,news
632,"What a sneaky, dirty man.",news
633,"All this unforseen circumstances need come into the light. Accountability, accountability, accountability.",news
634,"Loyalist, lies, plot, overturn, falsely claim, sounds like the average CNN news cast.",news
635,"And yet, the Senate will STILL acquit him smh",news
636,"2:58 YOU'RE NOT HIS PRIVATE LAWYER, CLARK!
... talk about digging yourself deeper...",news
637,didnt we all see that on the 'pillow guys' notes????,news
638,Clark and his never ending forehead.,news
639,"Lmao, “...who would totally lie...” 🤦🏻‍♂️ mr. Schumer where the heck have you been? Have you NOT been watching Barr’s arse???",news
640,3.13 Sounds like Dons knocked back a few,news
641,CNN...what a shame of an institution!!,news
642,All evil comes to light... so glad Raffensperger released that call,news
643,Once again you tell him part of the story only the part you want,news
644,I'm just amazed that so many people only seem to realize now what some of us have been saying since before Trump was elected.,news
645,You guys hearing these moaning sounds or is it just me 5:19 😂🤣🤣,news
646,"""New Details about Trump's efforts to Reveal Massive Election Fraud""  There, I fixed the headline for you.",news
647,we came so close to losing our Democracy,news
648,6:04 Oops!,news
649,Funny how CNN still talking about trump even after being voted out!!! What ever happened to get over it and move on!!!,news
650,Aww you love him. Can't get your mouths off the guy 🤣🤣🤣🤣,news
651,"She said ""It will amplify their calls to convict the president..."" HE IS NOT THE PRESIDENT!!",news
652,"Wait you're telling me Trump was corrupt??
[surprised pikachu face]",news
653,POS,news
654,Can we just move on let him have his day in court,news
655,"Clark the most useless fellow. No conscious,  this guy has",news
656,The tree of liberty must be refreshed from time to time with the blood of patriots and. Tyrants. Thomas jefferson,news
657,"I had an ex who always claimed I was cheating. Turns out she was the one cheating. Everyone knows that age old reverse psychology. Kinda like what Trump did. You know? That whole ""pointing your finger at someone and three point back"" thing.",news
658,This is just embarrassing at this point! 🥴,news
659,It's so nice to go from day to day without hearing the latest embarrassing tweet from former president Trump 😌,news
660,"6:40

PAC’s dead. Biggie killed him.",news
661,Hes gone --- So is the need to check in everyday to see if he is still destroying you. No one ever had higher ratings... Damn what you gonna do now?,news
662,"“You’re off by HUNDREDS of THOUSANDS of votes” 😂 😂😂
We can laugh now that he’s gone",news
663,He’s still at it?! 😂😂😂😂😂😂😂😂😂,news
664,Digging up the then past I see CNN,news
665,"You were right on the money sir. You know what your doing. I’m very happy you put that out there sir against Trump. He’s a sob, he should not be listened to...",news
666,The times is always on point.  Oh no they been wrong on everything.,news
667,"Why does this Biden guy continue to act like he won? Trump: 410, Biden: 128",news
668,His family stood by him and still standing by him although he was lieing,news
669,There's no insurrection he condemned the mob.,news
670,Snake~! Going to Jail.,news
671,Again America will do nothing about it.,news
672,"If you tell a lie long enough, apparently you can convince the weak minded",news
673,When do actions become criminal,news
674,"Didn’t work & now he’s a one-termer, .. lol even George W had two .. how embarrassing.",news
675,We live to see more evidence 😂👏,news
676,Put all traitors to the constitution in prison,news
677,People that went along with his bs even though they knew it was bs should be in jail,news
678,Things are about to change remember I told you so,news
679,Things are about to change remember I told you so,news
680,I watched the michigan and Georgia senate hearings o voter fraud etc....all them ppl were lying I suppose,news
681,"We barely know 5% of all the corruptions, crimes, and treasons by the orange traitor.",news
682,"""..the conversation was more than an hour?!"" But we heard 5 seconds in this report....?",news
683,"I listened to that recording ... listen to the entire recording!    
They cut half of the convo out",news
684,I can't wait for this Ahole to fade from my memory...he's a monster.,news
685,"Fun and jokes aside, do you all realize how close to the abyss you came?",news
686,Bill Barr should put in Jailed for delayed all investigation about Joe Biden And his son.,news
687,"Was it in fact a privileged legal conversation, as Clark apparently said at 2:49?",news
688,I came to this echo chamber to hear my own farts.,news
689,"Someone give him his report card already.he failed and got an E 
He will never be president again. Anymore dump he will be thrown to prison",news
690,Trump committed Treason!  He can't go on unpunished!,news
691,ok so it was just talk did he do it no thats like someone say im going to rob a bank and never do it and go to prison for not doing it thats communist,news
692,overturn or looked election integrity,news
693,"The media big tech should be in jail the election was stolen , time will prove it.
Dems are on the China payroll.    From Australia",news
694,"Well, yea that's my favorite quote any way! Oh please by all means allow me! I couldn't help myself! My favorite question is, Do you believe in Magic? That's my favorite question in the world! My second is do you believe in aliens? As for me, I willingly say, Yes!",news
695,That Ag Clark should be investigated and prosecuted for treason too!!!!,news
696,He is still communicating with the pentagon.,news
697,That phone call is all the evidence we need I think.,news
698,I guess this guy believed his own bs,news
699,I Had No Idea It Was Still Going On!!!!,news
700,"SUGGESTION: Never elect a delusional psychopath, with a “God” complex, to the highest office in the United States...",news
701,"‪To any saying Donald Trump didn’t participate in the insurrection, remind them that Bin Ladin didn’t fly the planes. ‬",news
702,We have a government operating in secret. A country based on We The People cannot have a secret government.,news
703,Whatever he's gonna do now is useless given his impeachment soon.,news
704,‘ When You Can’t Trust the Voter ! Who Can You Trust ? “ Responsibility Matters for All Lives “ !,news
705,yall keep saying “overturn” the election when in reality it would be setting it straight or undoing the fraud,news
706,He tried to steal the elections so many times 💀,news
707,"Trump minions: we are almost certain a fly pooped on one of the voting machines causing it to stop counting only your votes.

Trump: That’s good strong evidence, send it in.",news
708,He is despicable thank you ma'am for helping our country,news
709,Jeffrey Clark will be crying lie a canary when he will be called to testify,news
710,"Unbelievable that Trump hasn't been send to prison yet, to be the darling of the shower boys.",news
711,There seems to be no end to the activities of this psychopath! !!,news
712,"This is absolute madness.
How did U.S.A. come to this idiousy?",news
713,America... gotta love it 😂,news
714,And not to dismiss how questionable whether his firing squad was preemptive. He’d been goading them with “ lock them all up “ on video.,news
715,Great that it was exposed!!!,news
716,"I will be back,,terminator 2 judgement day",news
717,Jail them all!,news
718,"""Shocking new details?""  Someone has not been paying attention for 5+ YEARS!",news
719,"Anyone that believes CNN and or MSNBC
needs to be reprogrammed
😜😜😜😜😜😜😜👍",news
720,"He's ""Nasty""",news
721,"We need to impeach him , so
he will not be able to hold office again . He’s dangerous😑",news
722,"The historical rail metrically stroke because streetcar evocatively strap over a wasteful cushion. disillusioned, fragile rayon",news
723,"WHO IS IT THAT IS SLOWLLY BECOMING THEIR SLAVE
   YOU.      WAKE UP.
WHO WILL HAVE TO VOTE THEM OUT AND FIX IT.   YOU",news
724,"Disgusting man. I'm so sick to hear that the media is engaging in his nonsense.  If it was Obama or another color person did this,  the outcome would have been different.",news
725,3 recounts and he wants to threaten find me votes!!!,news
726,And I thought the election was over!😑😪,news
727,The Al Capone of all Presidents making Trump the worse ever.,news
728,LMFAO 😂😂😂😂 gone 😁,news
729,"Guessing six bankruptcies weren’t enough, thank goodness he wasn’t given a chance to take America on his losing path to seven. Now WE can Build America Back Better Again✌🏻❤️... Thank You for Democracy 🇺🇸🇺🇸🇺🇸 It’s what All our families sacrificed to come to the USA once upon a time for. ❤️🚢✈️🍔🍟🥪🏈🏀",news
730,"When in doubt, the best way is to have a rematch.",news
731,0:39 elec tors,news
732,"The keyword in Clark's statement is ""official"": he says the official talks were legal but that immediately opens the question of ""have there been un-official talks that maybe weren't so legal between Trump and Clark?""",news
733,"Unfortunately, the gop will protect him in the senate and he will get off and be able to run again 😩",news
734,3 recounts and the found nothing!!!,news
735,@Whoop!!,news
736,Wasnt he arguing for a hearing to assess voter integrity? I cant remember a single time trump publicly announced he wanted to overturn the results,news
737,This was the most corrupt President ever and the Republicans know it.,news
738,Why did CNN upload this video twice under different titles?!?!?! Hmm 😒 🤔,news
739,Their was fraud! This whole story is a joke.,news
740,Yes I believe in forensic science have an investigation find out what the truth is,news
741,Are those really new details?,news
742,🤔 tried to commit treason I have known people that have gone to jail for many months for not paying child support,news
743,You have to admire his dedication,news
744,"If you would like to find the most uninformed people on the internet, read below.",news
745,It’s obvious most of America doesn’t respect or believe he truly won.,news
746,"SMH !!! THE MORE YALL KEEP BRINGING IT UP YOU MAKING MORE PEOPLE SUSPICIOUS , CHANGE THE SUBJECT 🤦‍♂️🤦‍♂️🤦‍♂️",news
747,All seditionists need to be prosecuted and incarcerated.,news
748,"How can ""a candid discussion of options"" that include the option to overturn a legitimate election be considered ""above board"" and ""consistent with law""?",news
749,FORGET ALL YALL IM TIRED OF HEARING BOUT THIS 🤷‍♂️🤷‍♂️🤷‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,news
750,He sounds so grimy,news
751,"funny, it's enough for a third impeachment",news
752,"Didn't they hang traitors when ""America was great"" 😀

👀",news
753,Well yea....he did the same crap with dejoy!,news
754,Why does randy paul not wear a mask in chamber he should be fined or kicked out come on,news
755,He picked loyalist yo all offices the last 4 years.,news
756,It's scary that this is actually possible.,news
757,Just take the L lmaoo,news
758,Truth always comes out!! Cant wait💪💪💪😁😁😁,news
759,Sleepy Joe hides his own Easter eggs!! 😆🤣😂,news
760,This is insane how do these people sleep at night ? Absolutely no moral code or conscience. Disgusting behavior by the GOP.,news
761,"Well, looks like Clark is gonna be flipping burgers.  :)",news
762,🤣🤣🤣,news
763,dont listen to anyone. recount valid votes transparently will do.,news
764,The Man has Dementia!!!!!!! It's all that junk food he has been eating for years.,news
765,Sounds like the devil had a very willing totally spineless advocate...,news
766,If Trump doesn't go to prison then justice has no meaning in America.,news
767,Lmao the election is already over. Why people still care ab it?,news
768,"The RICO Act . . .
Halleluyah!
 💖",news
769,"In hindsight, democracy stood strong. This was one of the biggest assaults on our democracy and democracy prevailed.. but it seemed iffy at time, not gonna lie..",news
770,"As they say, follow the money. Trump's money. So many crimes will be revealed. He was never a successful businessman. He said he loved debt. It worked for him. Follow the money and fix his goose.  He's used other peoples money and lawyers who twisted the law. He is no business genius. His clearly being held accountable will unite the country. Doubts keep the division. He was a distraction in an already broken system. Subtract him. Clean his stain off.",news
771,It’s so sad that there r 40% of the voters still believed in this pathological liar n career criminal.,news
772,Just listening these wild conspiracy theories spoken out loud hilarious... the one one about Venezuela had me 😂😂😂😂😂😂😂😂,news
773,Can't wait for the movie!,news
774,"""We shall defend our island, whatever the cost may be, we shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.""
-Winston Churchill",news
775,"Well, DJT's third impeachment case now open",news
776,This will be further evidence of Trump's guilt in his Senate impeachment trial.,news
777,"The daffy equipment optically instruct because opera mostly intend onto a special david. secretive, salty sink",news
778,Trump just loves himself too much. I can’t take it .,news
779,Its one thing after another you cant hardly keep up pt barnum don king are boy scouts compared to don the con,news
780,What kind of swamp was he trying to drain?,news
781,He did the same thing with his first DOJ and replaced him with Barr to help him with the Russian investigation.,news
782,I call BS on that entire segment,news
783,3.13 Sounds like Dons knocked back a few,news
784,AhMazing,news
785,SHOCKING!!!,news
786,The Democrats and the presstitutes spent 4 years trying to overturn an election. Give Trump his turn.,news
787,I believe Trump has many under a deep evil financial trance “if you turn on me; you’ll pay”,news
788,Can we just put him a jail for general purposes and be done with dump,news
789,Why is this still trending🤷🏽‍♀️,news
790,Overthrowing an election aka a coup.,news
791,BLESS THE FREE PRESS!!!🇺🇸🇺🇸🇺🇸,news
792,"FFS, when are these people going to be indicted?
Enough already.",news
793,It's unfounded according to your group we know what happened speak for yourself,news
794,Trump really managed to make y’all so mad you’re still all abt him 😂,news
795,Keep bringing it up and the truth will come out. And when the truth does come out it will undo it all and people will be going to prison.,news
796,"The icky swimming practically tremble because railway posteriorly nest pace a accidental swimming. majestic, screeching step-daughter",news
797,So is the Jeff Clark dude still working at the Justice Dept?,news
798,"Fraud happened, accept it",news
799,Such a sick individual. A broken toy.,news
800,"When is Dominion Going to Sue the Draft Dodger?
You know they are going too. For Billions!",news
801,Lock them up.,news
802,What more does the GOP need... This is crazy.,news
803,Get out the dang belt already,news
804,Freaking crook,news
805,"Poor demented millionaire, he thinks he can grab them by the '🐈' again.",news
806,"Without accountability and closure, there is no peace, no trust, no truth, no unity, no equality, no honesty, and no justice.",news
807,He needs to just go away already!,news
808,How are republicans still backing trump?? He's everything this country stands against yet they praise him likes a god!,news
809,"The once most powerful man in the world... has the need to bully others? He still doesn't get what it meant to be the President, not unlike other world leaders.",news
810,Is Clark related to Sidney Powell??,news
811,"Law suits in courts to convict him now!!! The impeachment isn't enough!!!
His tailor needs to work on a nice Orange Jumpsuit!!! Maybe a crisp white straight jacket ALSO!!!",news
812,"people need to stop resigning when faced with corruption, it just leaves us with people willing to go along with the plot..",news
813,How is Clark walking around a free man?,news
814,"Criminal, lock him up!",news
815,CONSPIRACY BS,news
816,TRUMP ONE TERM PRESIDENT NEXT TERM IS IN PRISON FOR SURE,news
817,What's happened to the GOP!? Has the party lost its mind!?,news
818,We know.,news
819,"Very thorough reporting, the details that mattered. Top flight job!",news
820,Put those rats in jail.,news
821,"If Trump would run again(2024), He will come back even more  stronger and more dangerous. Democrats should make sure, He wont NEVER runs again.",news
822,That's not right he's dirty and they didn't want to impech the fool or send him to the law,news
823,"We the people impeach biden, Harris. How many more laws does  Biden have to break before we do something about it.",news
824,Oh and by the way!stop the notifications of CNN I dont subscribe to fake 😤 news.,news
825,Wow.,news
826,You mean he's trying to stop the steel of the selection that's okay people shouldn't be running around stealing stuff like Democrats they're constantly,news
827,And nothing is going to happen to any of them .,news
828,That you keep blind eye & keep on celebrating the election fraud with your legal technicality will not wipe the truth for this life time. There was fraud. Your accusations of chaos by President Trump is not far from distraction.,news
829,"The thundering fact bilaterally command because margin systemically report apropos a immense estimate. successful, ignorant loss",news
830,research article 5 of the constitution. support the convention of the states.,news
831,I guess there is no free speech on YouTube,news
832,Justice for all!!!!!,news
833,Treason!.,news
834,"We all know what happened. The question is, what will our Representatives do about it. Justice matters!",news
835,Treason!.,news
836,The house needs to impeach the senate republicans involved in the sedition before trumps trial.,news
837,He too needs to be held accountable.,news
838,Y’all ain’t digging as deep as I am. I’m here to tell you the SWAMP WILL BE ELIMINATED!!!!,news
839,"Tell that Jack.....go some where and,sit,the.......down you know what ,I calling him   and telling him so that clown and ......hole and the peoples,with you .",news
840,"As an observer from the UK this is the best reality TV show I have come across. The plots, the twists it’s a modern day Greek tragedy where the victim continues to democracy. It’s nice to see that the adults are back in charge and I pray for a speedy reconciliation.",news
841,Trump need to be in PRISON FOR BREAKING LAWS!,news
842,Lock him up!,news
843,"It's times like these that reinforce my choice to register as Independent, and refuse to vote anyways. What's an election if one side can simply shut down the competition at our expense, and no matter who wins...we're confronted with ceaseless violence from the masses who can start riots out of just a disagreement. Former President Trump was far from an ideal leader. We haven't had one in nearly 50 or so years, he was however, outside the political status quo and I took some comfort in that. The sheer level of corruption that was exposed in recent time, that a political party; currently the Democratic party can wield is astonishing...but it doesn't matter now that the Democrats control nearly everything.",news
844,Thank God most of our nation's DOJ are true patriots who stand up for the rule of law and remain true to their Oaths of Office!,news
845,Is there anything trump hasn't cheated?,news
846,The Apprentice:  Government DLC pack,news
847,Waste of our tax dollars.... move on everyone!,news
848,Lock Him Up!,news
849,Lock him up!,news
850,Well he had an AG that did his bidding for three years so wtf matters on an acting one?,news
851,GENOPOLITICS SUGGESTS PEACEFUL SECESSIONS,news
852,New details means new lies CNN has just been told to make up.,news
853,6 3 am,news
854,How about Developing Story?,news
855,And he called NFL players thugs! 🙄 He is the biggest con man of all time.. I wouldn't put anything passed him!,news
856,Why not let an investigative team look to see if the election was legitimate or not?,news
857,He already left didn’t he?,news
858,Its time for cnn just to shutup!,news
859,Still?,news
860,There was election fraud. There's no lies about that.  The only ones lying is those who say that there was no election fraud.  Ain't that right CNN?,news
861,OH MER GERG!!!! ORANGE MAN SCAWY” 😂,news
862,All his evil and dirty politics will come out.. He should be jailed for all this..,news
863,"This is exactly what it looked like it at the time. But it's also exactly what Trump tried to do with the Ukraine quid pro quo, leading to the first impeachment.",news
864,What a lowlife!,news
865,I see a lot of potential witnesses and with the Senate being Democrat there's no reason not to have a subpoena season.,news
866,"If we were in the 18th century, their heads would've gone long long time.",news
867,Are we really shocked by his crooked ways? He was and is still a conman. We are shocked he shows us his conniving cohorts who suck up to him shamelessly.,news
868,This is only the beginning.   Skeletons will be pouring out of the closets for years.,news
869,The time has come For You  all going to be exposed  for what you have lying for years. For everyone is going  to know the truth.,news
870,Lock em up.,news
871,If you want to learn how to become a liar watch CNN you'll become the best damn liar on the planet,news
872,Crook to the core!!!!!,news
873,DOJ made the right move who knows what would of happen he  cheated and he still lost there need is to get rid of this guy from holding office again 👺,news
874,WHO WAS IT THAT BOUGHT THE STEELE REPORT LIE.,news
875,I love biden it’s awesome he shut down keystone it’s great for everyone I love high fuel prices it’s the best and the 15 dollar an hour minimum wage is great for everyone you know why because all commodities you buy today will cost more tomorrow that’s awesome and then another stimulus great sweet so fun how much can we spend!!!!inflation always going up unemployment rising going to be a great four years and more so let’s all love eachother mmmkkkkaaayyyy,news
876,"""Lets not impeach him. Time to move on. DONT LOOK AT MEEEEE!""

The Republican Party.",news
877,Ok ........ now hold him accountable !! Period!! Stop letting these people get away with this mess! PEOPLE DIED because of his delusions! Charge and convict them ALL!,news
878,All Donnie  needs is a pacifier / dummy in his puckerd lips hahaha,news
879,CNN .......................🤮🤢,news
880,"""Hillary Clinton is corrupt!"" B-b-bu-but but but ""Biden is crooked"" Riiiiiiiiight Trump. Its weird you replace your name for Hillary and Biden",news
881,For my evangelicals...GOD IS EXPOSING your god...smh!!!,news
882,"When the sun is finally out in our nation, the snakes come out from hibernation.",news
883,Bring biden to justice lmao,news
884,2 weeks from now!!!!! Man you guys know how to really drag out legalities don't you.,news
885,CNN just can’t leave it alone. They can’t stop talking about him even when he’s out. Admit it. You guys love Trump.,news
886,"The educated ease explicitly recognise because cook topically entertain sans a ruthless bee. invincible, needless network",news
887,Irrelevant to the subject matter. Interest of Justice is Inherent Powers of President Donald Trump. Gazatted. Public Announcement,news
888,Clark the enabler should be gone!,news
889,And the GOP senators still won't vote to impeach Trump.,news
890,Shocking new details? Nothing he does shocks me,news
891,"There’s no telling the crazy shit he did that we don’t know about. Or even worse, what he thought about doing.",news
892,All the traitors thought they would become oligarchs.,news
893,Every day l watch the CNN it like watching another  episode of soap opera. Donald duck is the main character in the soap opera. I am sick tired of these Republicans senators who co-depence who want vote against Donald duck from getting impeached. Stay tuned for more of this resurrection on over turning the election.,news
894,Keep fighting the fight..truth needs to and shall prevail in Jesus name..Amen 🙏🏻,news
895,What about Ashley Biden’s diary CNN ? When will you cover that?,news
896,"Clark needs to be held accountable 

Sounds like SEDITION",news
897,JESUS CHRIST WILL HAVE THE FINAL WORD!,news
898,Sad little man,news
899,Frazzledrip!,news
900,He needs to be charged with Treason and locked up,news
901,"When light shines on a dark place, pests start to run...
This pest committed high treason and should be convicted accordingly.",news
902,How can you do that when he's not the president no more,news
903,CNN. Always truthful. Always impartial. Always after the facts. Just like the man in the moon.,news
904,Thank God Kanye West decided to run in 4 years time,news
905,Gathering further evidence for the inevitable impeachment and other court cases.,news
906,"Why would you not believe this story after hearing...well, everything Drumpf had said online, but mostly the phone call with Georgia election officials",news
907,Rights of support in what they believe in why not.,news
908,Trump incited an errection! 🤣,news
909,where's Hunter,news
910,Never give up..,news
911,No unity without accountability - plain and simple!,news
912,"Dear CNN,
Can we get an update on the Hunter Biden investigation?",news
913,wtf,news
